1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
